feature_set,n_features,model,algorithm,n_neighbors,calibration,Delta,mean,mean_err
20,20,KNN,ball_tree,101,uncalibrated,0.0374,0,0
20,20,KNN,ball_tree,101,uncalibrated,0.0378,0.0767477356254895,0.0318920592983433
20,20,KNN,ball_tree,101,uncalibrated,0.0382,0.798198019801981,0.0772952865155302
20,20,KNN,ball_tree,101,uncalibrated,0.0386,0.998468919056822,0.00153108094314584
20,20,KNN,ball_tree,101,uncalibrated,0.039,1,0
20,20,KNN,ball_tree,101,uncalibrated,0.0394,1,0
20,20,KNN,ball_tree,101,uncalibrated,0.0398,1,0
20,20,KNN,ball_tree,101,uncalibrated,0.0402,1,0
20,20,KNN,ball_tree,101,uncalibrated,0.041,1,0
20,20,KNN,ball_tree,151,uncalibrated,0.036,0,0
20,20,KNN,ball_tree,151,uncalibrated,0.0366,0,0
20,20,KNN,ball_tree,151,uncalibrated,0.037,0,0
20,20,KNN,ball_tree,151,uncalibrated,0.0374,0,0
20,20,KNN,ball_tree,151,uncalibrated,0.0378,0.0803500664938277,0.0325506211658954
20,20,KNN,ball_tree,151,uncalibrated,0.0382,0.804112582781457,0.0754441468342743
20,20,KNN,ball_tree,151,uncalibrated,0.0386,0.998535915583743,0.00146408441622476
20,20,KNN,ball_tree,151,uncalibrated,0.039,1,0
20,20,KNN,ball_tree,151,uncalibrated,0.0394,1,0
20,20,KNN,ball_tree,151,uncalibrated,0.0398,1,0
20,20,KNN,ball_tree,151,uncalibrated,0.0402,1,0
20,20,KNN,ball_tree,151,uncalibrated,0.041,1,0
20,20,KNN,ball_tree,201,uncalibrated,0.036,0,0
20,20,KNN,ball_tree,201,uncalibrated,0.0366,0,0
20,20,KNN,ball_tree,201,uncalibrated,0.037,0,0
20,20,KNN,ball_tree,201,uncalibrated,0.0374,0,0
20,20,KNN,ball_tree,201,uncalibrated,0.0378,0.08308356796141,0.0329805961646815
20,20,KNN,ball_tree,201,uncalibrated,0.0382,0.807378109452737,0.0744661798533309
20,20,KNN,ball_tree,201,uncalibrated,0.0386,0.998575279387723,0.00142472061228786
20,20,KNN,ball_tree,201,uncalibrated,0.039,1,0
20,20,KNN,ball_tree,201,uncalibrated,0.0394,1,0
20,20,KNN,ball_tree,201,uncalibrated,0.0398,1,0
20,20,KNN,ball_tree,201,uncalibrated,0.0402,1,0
20,20,KNN,ball_tree,201,uncalibrated,0.041,1,0
20,20,KNN,brute,1,uncalibrated,0.036,0,0
20,20,KNN,brute,1,uncalibrated,0.0366,0,0
20,20,KNN,brute,1,uncalibrated,0.037,0,0
20,20,KNN,brute,1,uncalibrated,0.0374,0,0
20,20,KNN,brute,1,uncalibrated,0.0378,0.0557809330628802,0.0270811965980095
20,20,KNN,brute,1,uncalibrated,0.0382,0.751,0.093
20,20,KNN,brute,1,uncalibrated,0.0386,0.99770904925542,0.00229095074455895
20,20,KNN,brute,1,uncalibrated,0.039,1,0
20,20,KNN,brute,1,uncalibrated,0.0394,1,0
20,20,KNN,brute,1,uncalibrated,0.0398,1,0
20,20,KNN,brute,1,uncalibrated,0.0402,1,0
20,20,KNN,brute,1,uncalibrated,0.041,1,0
20,20,KNN,brute,3,uncalibrated,0.036,0,0
20,20,KNN,brute,3,uncalibrated,0.0366,0,0
20,20,KNN,brute,3,uncalibrated,0.037,0,0
20,20,KNN,brute,3,uncalibrated,0.0374,0,0
20,20,KNN,brute,3,uncalibrated,0.0378,0.0574712643678162,0.0274695739845042
20,20,KNN,brute,3,uncalibrated,0.0382,0.759,0.089
20,20,KNN,brute,3,uncalibrated,0.0386,0.99770904925542,0.00229095074455895
20,20,KNN,brute,3,uncalibrated,0.039,1,0
20,20,KNN,brute,3,uncalibrated,0.0394,1,0
20,20,KNN,brute,3,uncalibrated,0.0398,1,0
20,20,KNN,brute,3,uncalibrated,0.0402,1,0
20,20,KNN,brute,3,uncalibrated,0.041,1,0
20,20,KNN,brute,5,uncalibrated,0.036,0,0
20,20,KNN,brute,5,uncalibrated,0.0366,0,0
20,20,KNN,brute,5,uncalibrated,0.037,0,0
20,20,KNN,brute,5,uncalibrated,0.0374,0,0
20,20,KNN,brute,5,uncalibrated,0.0378,0.0572008113590263,0.0271373518001899
20,20,KNN,brute,5,uncalibrated,0.0382,0.76,0.0892000000000001
20,20,KNN,brute,5,uncalibrated,0.0386,0.99770904925542,0.00229095074455895
20,20,KNN,brute,5,uncalibrated,0.039,1,0
20,20,KNN,brute,5,uncalibrated,0.0394,1,0
20,20,KNN,brute,5,uncalibrated,0.0398,1,0
20,20,KNN,brute,5,uncalibrated,0.0402,1,0
20,20,KNN,brute,5,uncalibrated,0.041,1,0
20,20,KNN,brute,7,uncalibrated,0.036,0,0
20,20,KNN,brute,7,uncalibrated,0.0366,0,0
20,20,KNN,brute,7,uncalibrated,0.037,0,0
20,20,KNN,brute,7,uncalibrated,0.0374,0,0
20,20,KNN,brute,7,uncalibrated,0.0378,0.0588235294117647,0.0277699700559384
20,20,KNN,brute,7,uncalibrated,0.0382,0.761714285714286,0.0888571428571429
20,20,KNN,brute,7,uncalibrated,0.0386,0.998036327933224,0.00196367206676495
20,20,KNN,brute,7,uncalibrated,0.039,1,0
20,20,KNN,brute,7,uncalibrated,0.0394,1,0
20,20,KNN,brute,7,uncalibrated,0.0398,1,0
20,20,KNN,brute,7,uncalibrated,0.0402,1,0
20,20,KNN,brute,7,uncalibrated,0.041,1,0
20,20,KNN,brute,9,uncalibrated,0.036,0,0
20,20,KNN,brute,9,uncalibrated,0.0366,0,0
20,20,KNN,brute,9,uncalibrated,0.037,0,0
20,20,KNN,brute,9,uncalibrated,0.0374,0,0
20,20,KNN,brute,9,uncalibrated,0.0378,0.0596123506874014,0.0281147148702622
20,20,KNN,brute,9,uncalibrated,0.0382,0.763111111111111,0.0886666666666668
20,20,KNN,brute,9,uncalibrated,0.0386,0.998090874379513,0.00190912562046592
20,20,KNN,brute,9,uncalibrated,0.039,1,0
20,20,KNN,brute,9,uncalibrated,0.0394,1,0
20,20,KNN,brute,9,uncalibrated,0.0398,1,0
20,20,KNN,brute,9,uncalibrated,0.0402,1,0
20,20,KNN,brute,9,uncalibrated,0.041,1,0
20,20,KNN,brute,11,uncalibrated,0.036,0,0
20,20,KNN,brute,11,uncalibrated,0.0366,0,0
20,20,KNN,brute,11,uncalibrated,0.037,0,0
20,20,KNN,brute,11,uncalibrated,0.0374,0,0
20,20,KNN,brute,11,uncalibrated,0.0378,0.059745528305366,0.0281515947022434
20,20,KNN,brute,11,uncalibrated,0.0382,0.764636363636364,0.0882727272727273
20,20,KNN,brute,11,uncalibrated,0.0386,0.998021451629731,0.001978548370301
20,20,KNN,brute,11,uncalibrated,0.039,1,0
20,20,KNN,brute,11,uncalibrated,0.0394,1,0
20,20,KNN,brute,11,uncalibrated,0.0398,1,0
20,20,KNN,brute,11,uncalibrated,0.0402,1,0
20,20,KNN,brute,11,uncalibrated,0.041,1,0
20,20,KNN,brute,13,uncalibrated,0.036,0,0
20,20,KNN,brute,13,uncalibrated,0.0366,0,0
20,20,KNN,brute,13,uncalibrated,0.037,0,0
20,20,KNN,brute,13,uncalibrated,0.0374,0,0
20,20,KNN,brute,13,uncalibrated,0.0378,0.0605398658136996,0.0283325636230373
20,20,KNN,brute,13,uncalibrated,0.0382,0.766538461538461,0.0874615384615384
20,20,KNN,brute,13,uncalibrated,0.0386,0.998061503216142,0.00193849678385753
20,20,KNN,brute,13,uncalibrated,0.039,1,0
20,20,KNN,brute,13,uncalibrated,0.0394,1,0
20,20,KNN,brute,13,uncalibrated,0.0398,1,0
20,20,KNN,brute,13,uncalibrated,0.0402,1,0
20,20,KNN,brute,13,uncalibrated,0.041,1,0
20,20,KNN,brute,15,uncalibrated,0.036,0,0
20,20,KNN,brute,15,uncalibrated,0.0366,0,0
20,20,KNN,brute,15,uncalibrated,0.037,0,0
20,20,KNN,brute,15,uncalibrated,0.0374,0,0
20,20,KNN,brute,15,uncalibrated,0.0378,0.0614604462474644,0.0283984815042845
20,20,KNN,brute,15,uncalibrated,0.0382,0.769266666666667,0.0863333333333333
20,20,KNN,brute,15,uncalibrated,0.0386,0.998090874379513,0.00190912562046592
20,20,KNN,brute,15,uncalibrated,0.039,1,0
20,20,KNN,brute,15,uncalibrated,0.0394,1,0
20,20,KNN,brute,15,uncalibrated,0.0398,1,0
20,20,KNN,brute,15,uncalibrated,0.0402,1,0
20,20,KNN,brute,15,uncalibrated,0.041,1,0
20,20,KNN,brute,17,uncalibrated,0.036,0,0
20,20,KNN,brute,17,uncalibrated,0.0366,0,0
20,20,KNN,brute,17,uncalibrated,0.037,0,0
20,20,KNN,brute,17,uncalibrated,0.0374,0,0
20,20,KNN,brute,17,uncalibrated,0.0378,0.062403054528099,0.0286490852547328
20,20,KNN,brute,17,uncalibrated,0.0382,0.771117647058823,0.0858235294117647
20,20,KNN,brute,17,uncalibrated,0.0386,0.998045953776689,0.00195404622330035
20,20,KNN,brute,17,uncalibrated,0.039,1,0
20,20,KNN,brute,17,uncalibrated,0.0394,1,0
20,20,KNN,brute,17,uncalibrated,0.0398,1,0
20,20,KNN,brute,17,uncalibrated,0.0402,1,0
20,20,KNN,brute,17,uncalibrated,0.041,1,0
20,20,KNN,brute,19,uncalibrated,0.036,0,0
20,20,KNN,brute,19,uncalibrated,0.0366,0,0
20,20,KNN,brute,19,uncalibrated,0.037,0,0
20,20,KNN,brute,19,uncalibrated,0.0374,0,0
20,20,KNN,brute,19,uncalibrated,0.0378,0.0630938400768656,0.0287996513370887
20,20,KNN,brute,19,uncalibrated,0.0382,0.773,0.0851052631578948
20,20,KNN,brute,19,uncalibrated,0.0386,0.998131066497892,0.00186893350214028
20,20,KNN,brute,19,uncalibrated,0.039,1,0
20,20,KNN,brute,19,uncalibrated,0.0394,1,0
20,20,KNN,brute,19,uncalibrated,0.0398,1,0
20,20,KNN,brute,19,uncalibrated,0.0402,1,0
20,20,KNN,brute,19,uncalibrated,0.041,1,0
20,20,KNN,brute,21,uncalibrated,0.036,0,0
20,20,KNN,brute,21,uncalibrated,0.0366,0,0
20,20,KNN,brute,21,uncalibrated,0.037,0,0
20,20,KNN,brute,21,uncalibrated,0.0374,0,0
20,20,KNN,brute,21,uncalibrated,0.0378,0.0639428185067128,0.0289618055395871
20,20,KNN,brute,21,uncalibrated,0.0382,0.774285714285714,0.0849523809523809
20,20,KNN,brute,21,uncalibrated,0.0386,0.998199967272154,0.00180003272786774
20,20,KNN,brute,21,uncalibrated,0.039,1,0
20,20,KNN,brute,21,uncalibrated,0.0394,1,0
20,20,KNN,brute,21,uncalibrated,0.0398,1,0
20,20,KNN,brute,21,uncalibrated,0.0402,1,0
20,20,KNN,brute,21,uncalibrated,0.041,1,0
20,20,KNN,brute,23,uncalibrated,0.036,0,0
20,20,KNN,brute,23,uncalibrated,0.0366,0,0
20,20,KNN,brute,23,uncalibrated,0.037,0,0
20,20,KNN,brute,23,uncalibrated,0.0374,0,0
20,20,KNN,brute,23,uncalibrated,0.0378,0.0645118617162007,0.0292446006932722
20,20,KNN,brute,23,uncalibrated,0.0382,0.775652173913043,0.0841994212158331
20,20,KNN,brute,23,uncalibrated,0.0386,0.998207082026008,0.0017929179740027
20,20,KNN,brute,23,uncalibrated,0.039,1,0
20,20,KNN,brute,23,uncalibrated,0.0394,1,0
20,20,KNN,brute,23,uncalibrated,0.0398,1,0
20,20,KNN,brute,23,uncalibrated,0.0402,1,0
20,20,KNN,brute,23,uncalibrated,0.041,1,0
20,20,KNN,brute,25,uncalibrated,0.036,0,0
20,20,KNN,brute,25,uncalibrated,0.0366,0,0
20,20,KNN,brute,25,uncalibrated,0.037,0,0
20,20,KNN,brute,25,uncalibrated,0.0374,0,0
20,20,KNN,brute,25,uncalibrated,0.0378,0.0653549695740367,0.0294083512043082
20,20,KNN,brute,25,uncalibrated,0.0382,0.7768,0.0837677296656256
20,20,KNN,brute,25,uncalibrated,0.0386,0.998258877434135,0.00174112256586481
20,20,KNN,brute,25,uncalibrated,0.039,1,0
20,20,KNN,brute,25,uncalibrated,0.0394,1,0
20,20,KNN,brute,25,uncalibrated,0.0398,1,0
20,20,KNN,brute,25,uncalibrated,0.0402,1,0
20,20,KNN,brute,25,uncalibrated,0.041,1,0
20,20,KNN,brute,27,uncalibrated,0.036,0,0
20,20,KNN,brute,27,uncalibrated,0.0366,0,0
20,20,KNN,brute,27,uncalibrated,0.037,0,0
20,20,KNN,brute,27,uncalibrated,0.0374,0,0
20,20,KNN,brute,27,uncalibrated,0.0378,0.0659604838103824,0.0295217233311742
20,20,KNN,brute,27,uncalibrated,0.0382,0.778222222222222,0.0833098348213503
20,20,KNN,brute,27,uncalibrated,0.0386,0.998260574434687,0.00173942556531324
20,20,KNN,brute,27,uncalibrated,0.039,1,0
20,20,KNN,brute,27,uncalibrated,0.0394,1,0
20,20,KNN,brute,27,uncalibrated,0.0398,1,0
20,20,KNN,brute,27,uncalibrated,0.0402,1,0
20,20,KNN,brute,27,uncalibrated,0.041,1,0
20,20,KNN,brute,29,uncalibrated,0.036,0,0
20,20,KNN,brute,29,uncalibrated,0.0366,0,0
20,20,KNN,brute,29,uncalibrated,0.037,0,0
20,20,KNN,brute,29,uncalibrated,0.0374,0,0
20,20,KNN,brute,29,uncalibrated,0.0378,0.0662726446107577,0.0296474659591289
20,20,KNN,brute,29,uncalibrated,0.0382,0.779689655172414,0.0827955736465289
20,20,KNN,brute,29,uncalibrated,0.0386,0.998222538215418,0.00177746178457163
20,20,KNN,brute,29,uncalibrated,0.039,1,0
20,20,KNN,brute,29,uncalibrated,0.0394,1,0
20,20,KNN,brute,29,uncalibrated,0.0398,1,0
20,20,KNN,brute,29,uncalibrated,0.0402,1,0
20,20,KNN,brute,29,uncalibrated,0.041,1,0
20,20,KNN,brute,31,uncalibrated,0.036,0,0
20,20,KNN,brute,31,uncalibrated,0.0366,0,0
20,20,KNN,brute,31,uncalibrated,0.037,0,0
20,20,KNN,brute,31,uncalibrated,0.0374,0,0
20,20,KNN,brute,31,uncalibrated,0.0378,0.0667735392265914,0.0297613015234835
20,20,KNN,brute,31,uncalibrated,0.0382,0.780483870967742,0.0825035321246429
20,20,KNN,brute,31,uncalibrated,0.0386,0.99822636071389,0.00177363928611015
20,20,KNN,brute,31,uncalibrated,0.039,1,0
20,20,KNN,brute,31,uncalibrated,0.0394,1,0
20,20,KNN,brute,31,uncalibrated,0.0398,1,0
20,20,KNN,brute,31,uncalibrated,0.0402,1,0
20,20,KNN,brute,31,uncalibrated,0.041,1,0
20,20,KNN,brute,33,uncalibrated,0.036,0,0
20,20,KNN,brute,33,uncalibrated,0.0366,0,0
20,20,KNN,brute,33,uncalibrated,0.037,0,0
20,20,KNN,brute,33,uncalibrated,0.0374,0,0
20,20,KNN,brute,33,uncalibrated,0.0378,0.0673366525293505,0.0299461674939896
20,20,KNN,brute,33,uncalibrated,0.0382,0.781484848484848,0.0822101255589227
20,20,KNN,brute,33,uncalibrated,0.0386,0.998229719879205,0.00177028012079553
20,20,KNN,brute,33,uncalibrated,0.039,1,0
20,20,KNN,brute,33,uncalibrated,0.0394,1,0
20,20,KNN,brute,33,uncalibrated,0.0398,1,0
20,20,KNN,brute,33,uncalibrated,0.0402,1,0
20,20,KNN,brute,33,uncalibrated,0.041,1,0
20,20,KNN,brute,35,uncalibrated,0.036,0,0
20,20,KNN,brute,35,uncalibrated,0.0366,0,0
20,20,KNN,brute,35,uncalibrated,0.037,0,0
20,20,KNN,brute,35,uncalibrated,0.0374,0,0
20,20,KNN,brute,35,uncalibrated,0.0378,0.0678354100260794,0.0300922436739302
20,20,KNN,brute,35,uncalibrated,0.0382,0.782428571428571,0.0820397431479544
20,20,KNN,brute,35,uncalibrated,0.0386,0.998265423007691,0.00173457699230898
20,20,KNN,brute,35,uncalibrated,0.039,1,0
20,20,KNN,brute,35,uncalibrated,0.0394,1,0
20,20,KNN,brute,35,uncalibrated,0.0398,1,0
20,20,KNN,brute,35,uncalibrated,0.0402,1,0
20,20,KNN,brute,35,uncalibrated,0.041,1,0
20,20,KNN,brute,37,uncalibrated,0.036,0,0
20,20,KNN,brute,37,uncalibrated,0.0366,0,0
20,20,KNN,brute,37,uncalibrated,0.037,0,0
20,20,KNN,brute,37,uncalibrated,0.0374,0,0
20,20,KNN,brute,37,uncalibrated,0.0378,0.0680883723480072,0.0301221112463504
20,20,KNN,brute,37,uncalibrated,0.0382,0.783081081081081,0.0818815680466635
20,20,KNN,brute,37,uncalibrated,0.0386,0.998297266338514,0.00170273366149649
20,20,KNN,brute,37,uncalibrated,0.039,1,0
20,20,KNN,brute,37,uncalibrated,0.0394,1,0
20,20,KNN,brute,37,uncalibrated,0.0398,1,0
20,20,KNN,brute,37,uncalibrated,0.0402,1,0
20,20,KNN,brute,37,uncalibrated,0.041,1,0
20,20,KNN,brute,39,uncalibrated,0.036,0,0
20,20,KNN,brute,39,uncalibrated,0.0366,0,0
20,20,KNN,brute,39,uncalibrated,0.037,0,0
20,20,KNN,brute,39,uncalibrated,0.0374,0,0
20,20,KNN,brute,39,uncalibrated,0.0378,0.0684974254953976,0.0302490926116763
20,20,KNN,brute,39,uncalibrated,0.0382,0.784153846153847,0.0815393484873548
20,20,KNN,brute,39,uncalibrated,0.0386,0.99832584368669,0.0016741563133316
20,20,KNN,brute,39,uncalibrated,0.039,1,0
20,20,KNN,brute,39,uncalibrated,0.0394,1,0
20,20,KNN,brute,39,uncalibrated,0.0398,1,0
20,20,KNN,brute,39,uncalibrated,0.0402,1,0
20,20,KNN,brute,39,uncalibrated,0.041,1,0
20,20,KNN,brute,41,uncalibrated,0.036,0,0
20,20,KNN,brute,41,uncalibrated,0.0366,0,0
20,20,KNN,brute,41,uncalibrated,0.037,0,0
20,20,KNN,brute,41,uncalibrated,0.0374,0,0
20,20,KNN,brute,41,uncalibrated,0.0378,0.069138673131153,0.0303794551446788
20,20,KNN,brute,41,uncalibrated,0.0382,0.784878048780488,0.0812486629490805
20,20,KNN,brute,41,uncalibrated,0.0386,0.998351633000887,0.00164836699913392
20,20,KNN,brute,41,uncalibrated,0.039,1,0
20,20,KNN,brute,41,uncalibrated,0.0394,1,0
20,20,KNN,brute,41,uncalibrated,0.0398,1,0
20,20,KNN,brute,41,uncalibrated,0.0402,1,0
20,20,KNN,brute,41,uncalibrated,0.041,1,0
20,20,KNN,brute,43,uncalibrated,0.036,0,0
20,20,KNN,brute,43,uncalibrated,0.0366,0,0
20,20,KNN,brute,43,uncalibrated,0.037,0,0
20,20,KNN,brute,43,uncalibrated,0.0374,0,0
20,20,KNN,brute,43,uncalibrated,0.0378,0.0696023397330067,0.0304946202997948
20,20,KNN,brute,43,uncalibrated,0.0382,0.78560465116279,0.0810316870540934
20,20,KNN,brute,43,uncalibrated,0.0386,0.998375023309113,0.00162497669090816
20,20,KNN,brute,43,uncalibrated,0.039,1,0
20,20,KNN,brute,43,uncalibrated,0.0394,1,0
20,20,KNN,brute,43,uncalibrated,0.0398,1,0
20,20,KNN,brute,43,uncalibrated,0.0402,1,0
20,20,KNN,brute,43,uncalibrated,0.041,1,0
20,20,KNN,brute,45,uncalibrated,0.036,0,0
20,20,KNN,brute,45,uncalibrated,0.0366,0,0
20,20,KNN,brute,45,uncalibrated,0.037,0,0
20,20,KNN,brute,45,uncalibrated,0.0374,0,0
20,20,KNN,brute,45,uncalibrated,0.0378,0.0700022537750735,0.0305785662133304
20,20,KNN,brute,45,uncalibrated,0.0382,0.786355555555556,0.0809328533351642
20,20,KNN,brute,45,uncalibrated,0.0386,0.998396334478787,0.00160366552119125
20,20,KNN,brute,45,uncalibrated,0.039,1,0
20,20,KNN,brute,45,uncalibrated,0.0394,1,0
20,20,KNN,brute,45,uncalibrated,0.0398,1,0
20,20,KNN,brute,45,uncalibrated,0.0402,1,0
20,20,KNN,brute,45,uncalibrated,0.041,1,0
20,20,KNN,brute,47,uncalibrated,0.036,0,0
20,20,KNN,brute,47,uncalibrated,0.0366,0,0
20,20,KNN,brute,47,uncalibrated,0.037,0,0
20,20,KNN,brute,47,uncalibrated,0.0374,0,0
20,20,KNN,brute,47,uncalibrated,0.0378,0.070303396486988,0.0306678930352328
20,20,KNN,brute,47,uncalibrated,0.0382,0.786978723404255,0.0808634182423583
20,20,KNN,brute,47,uncalibrated,0.0386,0.998415831931943,0.00158416806804603
20,20,KNN,brute,47,uncalibrated,0.039,1,0
20,20,KNN,brute,47,uncalibrated,0.0394,1,0
20,20,KNN,brute,47,uncalibrated,0.0398,1,0
20,20,KNN,brute,47,uncalibrated,0.0402,1,0
20,20,KNN,brute,47,uncalibrated,0.041,1,0
20,20,KNN,brute,49,uncalibrated,0.036,0,0
20,20,KNN,brute,49,uncalibrated,0.0366,0,0
20,20,KNN,brute,49,uncalibrated,0.037,0,0
20,20,KNN,brute,49,uncalibrated,0.0374,0,0
20,20,KNN,brute,49,uncalibrated,0.0378,0.070559258186033,0.0306821264973162
20,20,KNN,brute,49,uncalibrated,0.0382,0.787551020408163,0.0806337007526671
20,20,KNN,brute,49,uncalibrated,0.0386,0.998410360707868,0.00158963929214298
20,20,KNN,brute,49,uncalibrated,0.039,1,0
20,20,KNN,brute,49,uncalibrated,0.0394,1,0
20,20,KNN,brute,49,uncalibrated,0.0398,1,0
20,20,KNN,brute,49,uncalibrated,0.0402,1,0
20,20,KNN,brute,49,uncalibrated,0.041,1,0
20,20,KNN,brute,51,uncalibrated,0.036,0,0
20,20,KNN,brute,51,uncalibrated,0.0366,0,0
20,20,KNN,brute,51,uncalibrated,0.037,0,0
20,20,KNN,brute,51,uncalibrated,0.0374,0,0
20,20,KNN,brute,51,uncalibrated,0.0378,0.0709342560553633,0.030761929538388
20,20,KNN,brute,51,uncalibrated,0.0382,0.788117647058823,0.0803672303138369
20,20,KNN,brute,51,uncalibrated,0.0386,0.998405318599354,0.00159468140062437
20,20,KNN,brute,51,uncalibrated,0.039,1,0
20,20,KNN,brute,51,uncalibrated,0.0394,1,0
20,20,KNN,brute,51,uncalibrated,0.0398,1,0
20,20,KNN,brute,51,uncalibrated,0.0402,1,0
20,20,KNN,brute,51,uncalibrated,0.041,1,0
20,20,KNN,brute,61,uncalibrated,0.036,0,0
20,20,KNN,brute,61,uncalibrated,0.0366,0,0
20,20,KNN,brute,61,uncalibrated,0.037,0,0
20,20,KNN,brute,61,uncalibrated,0.0374,0,0
20,20,KNN,brute,61,uncalibrated,0.0378,0.0724071426196253,0.031024513715446
20,20,KNN,brute,61,uncalibrated,0.0382,0.790639344262295,0.0796556882220548
20,20,KNN,brute,61,uncalibrated,0.0386,0.998385067507923,0.0016149324920661
20,20,KNN,brute,61,uncalibrated,0.039,1,0
20,20,KNN,brute,61,uncalibrated,0.0394,1,0
20,20,KNN,brute,61,uncalibrated,0.0398,1,0
20,20,KNN,brute,61,uncalibrated,0.0402,1,0
20,20,KNN,brute,61,uncalibrated,0.041,1,0
20,20,KNN,brute,81,uncalibrated,0.036,0,0
20,20,KNN,brute,81,uncalibrated,0.0366,0,0
20,20,KNN,brute,81,uncalibrated,0.037,0,0
20,20,KNN,brute,81,uncalibrated,0.0374,0,0
20,20,KNN,brute,81,uncalibrated,0.0378,0.0746500388150152,0.0314174410996656
20,20,KNN,brute,81,uncalibrated,0.0382,0.794777777777778,0.0785031052889575
20,20,KNN,brute,81,uncalibrated,0.0386,0.998430274489829,0.00156972551016089
20,20,KNN,brute,81,uncalibrated,0.039,1,0
20,20,KNN,brute,81,uncalibrated,0.0394,1,0
20,20,KNN,brute,81,uncalibrated,0.0398,1,0
20,20,KNN,brute,81,uncalibrated,0.0402,1,0
20,20,KNN,brute,81,uncalibrated,0.041,1,0
20,20,KNN,brute,101,uncalibrated,0.036,0,0
20,20,KNN,brute,101,uncalibrated,0.0366,0,0
20,20,KNN,brute,101,uncalibrated,0.037,0,0
20,20,KNN,brute,101,uncalibrated,0.0374,0,0
20,20,KNN,brute,101,uncalibrated,0.0378,0.0767477356254895,0.0318920592983433
20,20,KNN,brute,101,uncalibrated,0.0382,0.798198019801981,0.0772952865155302
20,20,KNN,brute,101,uncalibrated,0.0386,0.998468919056822,0.00153108094314584
20,20,KNN,brute,101,uncalibrated,0.039,1,0
20,20,KNN,brute,101,uncalibrated,0.0394,1,0
20,20,KNN,brute,101,uncalibrated,0.0398,1,0
20,20,KNN,brute,101,uncalibrated,0.0402,1,0
20,20,KNN,brute,101,uncalibrated,0.041,1,0
20,20,KNN,brute,151,uncalibrated,0.036,0,0
20,20,KNN,brute,151,uncalibrated,0.0366,0,0
20,20,KNN,brute,151,uncalibrated,0.037,0,0
20,20,KNN,brute,151,uncalibrated,0.0374,0,0
20,20,KNN,brute,151,uncalibrated,0.0378,0.0803500664938277,0.0325506211658954
20,20,KNN,brute,151,uncalibrated,0.0382,0.804112582781457,0.0754441468342743
20,20,KNN,brute,151,uncalibrated,0.0386,0.998535915583743,0.00146408441622476
20,20,KNN,brute,151,uncalibrated,0.039,1,0
20,20,KNN,brute,151,uncalibrated,0.0394,1,0
20,20,KNN,brute,151,uncalibrated,0.0398,1,0
20,20,KNN,brute,151,uncalibrated,0.0402,1,0
20,20,KNN,brute,151,uncalibrated,0.041,1,0
20,20,KNN,brute,201,uncalibrated,0.036,0,0
20,20,KNN,brute,201,uncalibrated,0.0366,0,0
20,20,KNN,brute,201,uncalibrated,0.037,0,0
20,20,KNN,brute,201,uncalibrated,0.0374,0,0
20,20,KNN,brute,201,uncalibrated,0.0378,0.08308356796141,0.0329805961646815
20,20,KNN,brute,201,uncalibrated,0.0382,0.807378109452737,0.0744661798533309
20,20,KNN,brute,201,uncalibrated,0.0386,0.998575279387723,0.00142472061228786
20,20,KNN,brute,201,uncalibrated,0.039,1,0
20,20,KNN,brute,201,uncalibrated,0.0394,1,0
20,20,KNN,brute,201,uncalibrated,0.0398,1,0
20,20,KNN,brute,201,uncalibrated,0.0402,1,0
20,20,KNN,brute,201,uncalibrated,0.041,1,0
12,12,KNN,auto,1,uncalibrated,0.036,0,0
12,12,KNN,auto,1,uncalibrated,0.0366,0,0
12,12,KNN,auto,1,uncalibrated,0.037,0,0
12,12,KNN,auto,1,uncalibrated,0.0374,0,0
12,12,KNN,auto,1,uncalibrated,0.0378,0.159229208924949,0.0490459757485053
12,12,KNN,auto,1,uncalibrated,0.0382,0.883,0.0511566222497146
12,12,KNN,auto,1,uncalibrated,0.0386,1,0
12,12,KNN,auto,1,uncalibrated,0.039,1,0
12,12,KNN,auto,1,uncalibrated,0.0394,1,0
12,12,KNN,auto,1,uncalibrated,0.0398,1,0
12,12,KNN,auto,1,uncalibrated,0.0402,1,0
12,12,KNN,auto,1,uncalibrated,0.041,1,0
12,12,KNN,auto,3,uncalibrated,0.036,0,0
12,12,KNN,auto,3,uncalibrated,0.0366,0,0
12,12,KNN,auto,3,uncalibrated,0.037,0,0
12,12,KNN,auto,3,uncalibrated,0.0374,0,0
12,12,KNN,auto,3,uncalibrated,0.0378,0.154834347532116,0.0477175168350377
12,12,KNN,auto,3,uncalibrated,0.0382,0.882666666666667,0.0504456331584996
12,12,KNN,auto,3,uncalibrated,0.0386,1,0
12,12,KNN,auto,3,uncalibrated,0.039,1,0
12,12,KNN,auto,3,uncalibrated,0.0394,1,0
12,12,KNN,auto,3,uncalibrated,0.0398,1,0
12,12,KNN,auto,3,uncalibrated,0.0402,1,0
12,12,KNN,auto,3,uncalibrated,0.041,1,0
12,12,KNN,auto,5,uncalibrated,0.036,0,0
12,12,KNN,auto,5,uncalibrated,0.0366,0,0
12,12,KNN,auto,5,uncalibrated,0.037,0,0
12,12,KNN,auto,5,uncalibrated,0.0374,0.000211864406779659,0.000211864406779661
12,12,KNN,auto,5,uncalibrated,0.0378,0.153144016227181,0.0471962173859277
